schema_version,run_key,experiment,suite,cell_id,function_id,dim,algorithm,variant_id,config_hash,run,seed,budget,evals_used,evals_internal,status,best_f,f_star,error,max_violation,wall_time_s,objective_time_s,n_iterations,n_state_transitions,occ_build_up,occ_control,occ_high_press,occ_chasing,n_counter_attacks,n_substitutions,n_var_rollbacks,n_set_pieces,final_possession_rate
1,main/cec2022_F01_D10/GA/default/0,main,cec2022,cec2022_F01_D10,F01,10,GA,default,,0,1677012617,200000,200000,,ok,300.00000256656824,300.0,2.5665682414910407e-06,,2.7234598039999582,1.521363454,,,,,,,,,,,
1,main/cec2022_F01_D10/PSO/default/0,main,cec2022,cec2022_F01_D10,F01,10,PSO,default,,0,1677012617,200000,200000,,ok,300.0,300.0,0.0,,2.0025355920001857,1.688839161,,,,,,,,,,,
1,main/cec2022_F01_D10/CA/default/0,main,cec2022,cec2022_F01_D10,F01,10,CA,default,,0,1677012617,200000,200000,,ok,300.0,300.0,0.0,,5.00115101900019,1.702324919,,,,,,,,,,,
1,main/cec2022_F01_D10/GWO/default/0,main,cec2022,cec2022_F01_D10,F01,10,GWO,default,,0,1677012617,200000,200000,,ok,300.0003530102865,300.0,0.00035301028651701927,,1.9642847360000815,1.557715548,,,,,,,,,,,
1,main/cec2022_F01_D10/TFO-static/static/0,main,cec2022,cec2022_F01_D10,F01,10,TFO-static,static,,0,1677012617,200000,200000,200000,ok,300.02829860133215,300.0,0.02829860133215334,,18.968952970999908,3.390007516,,,,,,,,,,,
1,main/cec2022_F01_D10/TFO/full/0,main,cec2022,cec2022_F01_D10,F01,10,TFO,full,,0,1677012617,200000,200000,200000,ok,300.0234993535538,300.0,0.023499353553802393,,19.488733189999948,3.444644648,,,,,,,,,,,
1,main/cec2022_F01_D10/CMA-ES (IPOP)/default/0,main,cec2022,cec2022_F01_D10,F01,10,CMA-ES (IPOP),default,,0,1677012617,200000,200000,,ok,300.0,300.0,0.0,,8.225063624000086,1.506891967,,,,,,,,,,,
1,main/cec2022_F01_D10/WOA/default/0,main,cec2022,cec2022_F01_D10,F01,10,WOA,default,,0,1677012617,200000,199980,,self_terminated,300.0000000001426,300.0,1.426201379217673e-10,,25.998810768000112,3.817054193,,,,,,,,,,,
1,main/cec2022_F01_D10/L-SHADE/default/0,main,cec2022,cec2022_F01_D10,F01,10,L-SHADE,default,,0,1677012617,200000,200000,,ok,300.0,300.0,0.0,,26.196439116999954,2.937502885,,,,,,,,,,,
1,main/cec2022_F01_D10/GA/default/1,main,cec2022,cec2022_F01_D10,F01,10,GA,default,,1,1747211009,200000,200000,,ok,300.0000012728475,300.0,1.2728474985124194e-06,,2.6581167609997465,1.482544466,,,,,,,,,,,
1,main/cec2022_F01_D10/CA/default/1,main,cec2022,cec2022_F01_D10,F01,10,CA,default,,1,1747211009,200000,200000,,ok,300.0,300.0,0.0,,5.043031630000314,1.73151883,,,,,,,,,,,
1,main/cec2022_F01_D10/PSO/default/1,main,cec2022,cec2022_F01_D10,F01,10,PSO,default,,1,1747211009,200000,200000,,ok,300.0,300.0,0.0,,1.881384344000253,1.597666375,,,,,,,,,,,
1,main/cec2022_F01_D10/GWO/default/1,main,cec2022,cec2022_F01_D10,F01,10,GWO,default,,1,1747211009,200000,200000,,ok,3443.7241433353547,300.0,3143.7241433353547,,1.915428152000004,1.51934446,,,,,,,,,,,
1,main/cec2022_F01_D10/TFO/full/1,main,cec2022,cec2022_F01_D10,F01,10,TFO,full,,1,1747211009,200000,200000,200000,ok,300.00770920674,300.0,0.007709206740003083,,19.37204427000006,3.44282366,,,,,,,,,,,
1,main/cec2022_F01_D10/TFO-static/static/1,main,cec2022,cec2022_F01_D10,F01,10,TFO-static,static,,1,1747211009,200000,200000,200000,ok,300.0066820399313,300.0,0.006682039931320105,,18.985782626999935,3.397126353,,,,,,,,,,,
1,main/cec2022_F01_D10/CMA-ES (IPOP)/default/1,main,cec2022,cec2022_F01_D10,F01,10,CMA-ES (IPOP),default,,1,1747211009,200000,200000,,ok,300.0,300.0,0.0,,8.69996146199992,1.529611129,,,,,,,,,,,
1,main/cec2022_F01_D10/WOA/default/1,main,cec2022,cec2022_F01_D10,F01,10,WOA,default,,1,1747211009,200000,199980,,self_terminated,300.000000000047,300.0,4.700950739788823e-11,,25.700078966999627,3.757662481,,,,,,,,,,,
1,main/cec2022_F01_D10/L-SHADE/default/1,main,cec2022,cec2022_F01_D10,F01,10,L-SHADE,default,,1,1747211009,200000,200000,,ok,300.0,300.0,0.0,,26.447620785000254,2.977154196,,,,,,,,,,,
