run_key,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064,c065,c066,c067,c068,c069,c070,c071,c072,c073,c074,c075,c076,c077,c078,c079,c080,c081,c082,c083,c084,c085,c086,c087,c088,c089,c090,c091,c092,c093,c094,c095,c096,c097,c098,c099,c100
main/engineering_WeldedBeam/TFO/full/0,1.431796245809539,0.9043250133940213,0.872724055243357,0.7101532559037709,0.39659942555957906,0.356937142553287,0.3189951765254462,0.2773994684585477,0.27508819544794716,0.27508819544794716,0.27508819544794716,0.1226497475868007,0.1226497475868007,0.1226497475868007,0.1226497475868007,0.10581419932853398,0.10581419932853398,0.10581419932853398,0.10581419932853398,0.09832088108288173,0.09832088108288173,0.09832088108288173,0.08350349054349349,0.08350349054349349,0.08350349054349349,0.08350349054349349,0.06780366009894889,0.05124826387968673,0.05124826387968673,0.015408572750793326,0.015408572750793326,0.015408572750793326,0.015408572750793326,0.015408572750793326,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.00782207958904002,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347,0.0038424931266254347
main/engineering_WeldedBeam/TFO-static/static/0,1.431796245809539,0.9043250133940213,0.872724055243357,0.7101532559037709,0.39659942555957906,0.356937142553287,0.3189951765254462,0.2773994684585477,0.27508819544794716,0.27508819544794716,0.27508819544794716,0.1226497475868007,0.1226497475868007,0.1226497475868007,0.1226497475868007,0.10581419932853398,0.10581419932853398,0.10581419932853398,0.10581419932853398,0.09832088108288173,0.09832088108288173,0.09832088108288173,0.08350349054349349,0.08350349054349349,0.08350349054349349,0.08350349054349349,0.06780366009894889,0.05124826387968673,0.05124826387968673,0.015408572750793326,0.015408572750793326,0.015408572750793326,0.015408572750793326,0.011069168006128338,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0057100056735470694,0.0027414284366718
main/engineering_WeldedBeam/CA/default/0,1.9827849162514852,1.2139039282846988,0.6538019835147686,0.38997049053565,0.36380382630101926,0.33180162279666336,0.32450881372294993,0.31779327470638186,0.313766145067208,0.3136504674662721,0.2942869413233995,0.2942869413233995,0.27263196122702715,0.2654198574690574,0.2585464160024127,0.22946192813045552,0.22652935731743162,0.22371600835315997,0.22371600835315997,0.2231479751026495,0.22170065348381196,0.2207471715459668,0.219895817303416,0.21832018905826822,0.21805840872080062,0.21754856196754613,0.2164488310353454,0.2163863433729727,0.21603700663406156,0.21560617794212966,0.21549253803121093,0.21549253803121093,0.21549253803121093,0.21535257492772675,0.21533490512391995,0.21509771289558577,0.2134768974244623,0.21255919703643555,0.2053133971977994,0.20493101553941484,0.2040370228029269,0.1979996039839067,0.1963478828101619,0.1840339893378784,0.1820430712852419,0.1771888642330699,0.1537139842177182,0.08781382864400422,0.07744510488917777,0.0759848928692648,0.060677151580679656,0.034167983687955594,0.025038806877700992,0.024755829065449042,0.024729581570980264,0.024619672464536224,0.024542808580312547,0.02403905024818842,0.023972330155359156,0.023959652047068403,0.023884407883581815,0.023105128009525133,0.02301633102980838,0.022957821476105478,0.022947301148129595,0.02292253523115728,0.022873578234405167,0.02277960731802331,0.02276314901867571,0.022687063626036785,0.022687063626036785,0.02267509388481681,0.022652471975443067,0.02264480035272265,0.02264240972472864,0.02262937962468614,0.022620552968561913,0.022618080200350832,0.02261392479281099,0.022536811692887904,0.022526200569888966,0.022526200569888966,0.022526200569888966,0.022526200569888966,0.022526200569888966,0.022513644414915213,0.022511504511442126,0.02250480510959707,0.022499131320756094,0.02249883756214266,0.022497687421555446,0.02249650597173458,0.02249650597173458,0.02249619275312953,0.022496060022442865,0.022492656047070625,0.02238729832116393,0.022071706686772607,0.0169531426656071,0.0169531426656071
main/engineering_WeldedBeam/GA/default/0,2.1313439816044504,1.8938230951372075,1.842337354172187,1.4369632412963147,1.3670504693529566,1.3447746958033513,0.6608899138338671,0.6154653352429367,0.56207443111063,0.56207443111063,0.5490757497027239,0.5396731007288864,0.49340785942961385,0.48585480946777415,0.4836545633460425,0.4836545633460425,0.4836545633460425,0.4836545633460425,0.4836545633460425,0.4836545633460425,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.47877755708710557,0.4754211895536853,0.43036139741574275,0.4138482547026687,0.23212335654624816,0.21872577483118194,0.2175960347262511,0.2175960347262511,0.20994520100981684,0.056946958580971874,0.04604093752605176,0.04102749726397925,0.04102749726397925,0.03734745551603802,0.03734745551603802,0.03161436556049346,0.03161436556049346,0.03161436556049346,0.030047952391600408,0.030047952391600408,0.027814755050261875,0.02636555469702273,0.02636555469702273,0.02636555469702273,0.02636555469702273,0.02636555469702273,0.02636555469702273,0.025558788506182317,0.025558788506182317,0.025141805017307117,0.018632808155173652,0.017187129313536387,0.017187129313536387,0.017187129313536387,0.017187129313536387,0.017187129313536387,0.017187129313536387,0.017187129313536387,0.016782461920611835,0.012199412667437626,0.008058887155606653,0.008058887155606653,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003994097861402812,0.003945780288301393,0.003945780288301393,0.0031439355865103824,0.0031439355865103824,0.0031439355865103824,0.002722149258329365,0.0023550836688441823
main/engineering_WeldedBeam/PSO/default/0,0.7950837081498239,0.5725210480933816,0.28647701334012265,0.28647701334012265,0.28647701334012265,0.28647701334012265,0.28647701334012265,0.28647701334012265,0.28647701334012265,0.25107032710325594,0.18293290491378666,0.18293290491378666,0.1330336848070568,0.09740407563054743,0.09740407563054743,0.09740407563054743,0.0498790737148842,0.043433146947329915,0.016605717460610014,0.01584763938961653,0.00760815688624028,0.00760815688624028,0.00760815688624028,0.00760815688624028,0.007007151758352093,0.007007151758352093,0.007007151758352093,0.007007151758352093,0.007007151758352093,0.0069858795548580765,0.0044951885103907685,0.0044951885103907685,0.0031524908913918015,0.0031524908913918015,0.0026952160968825023,0.0024003490892374746,0.0022088435001403894,0.0021359875724937805,0.002124488942933711,0.002124488942933711,0.0015849689340712292,0.001366165227173033,0.0010020946995481506,0.0010020946995481506,0.0005939195176027923,0.0005174619711711959,0.0003422583438279503,0.00013043165363413323,0.00013043165363413323,2.340066746064906e-05,-1.0739729820574695e-05,-1.0739729820574695e-05,-1.0988667914046957e-05,-2.0982961601578864e-05,-3.0128111237148758e-05,-3.45967468529107e-05,-4.491826959518441e-05,-4.582519483053993e-05,-4.609010228473487e-05,-4.7619702220114135e-05,-4.763368602200835e-05,-4.7946429602818696e-05,-4.796051660638234e-05,-4.8051845622731904e-05,-4.807074145007917e-05,-4.8092680759115325e-05,-4.8095434398653936e-05,-4.8095434398653936e-05,-4.8095434398653936e-05,-4.809544984496483e-05,-4.809551743711893e-05,-4.811755558509212e-05,-4.811755558509212e-05,-4.8125936295218e-05,-4.8128203442576734e-05,-4.8128407782455085e-05,-4.8133049584064835e-05,-4.8138858826929365e-05,-4.8140526664575134e-05,-4.8140707424870754e-05,-4.814517345241853e-05,-4.814517345241853e-05,-4.8146090982248424e-05,-4.814704318523155e-05,-4.8147043437030135e-05,-4.8147043437030135e-05,-4.814705686762011e-05,-4.8147384009267213e-05,-4.814740510838966e-05,-4.814774667827315e-05,-4.814799196806163e-05,-4.8148204778719617e-05,-4.814825960908209e-05,-4.814830781829649e-05,-4.814831040067524e-05,-4.814832604083108e-05,-4.8148328184449696e-05,-4.814834659283562e-05,-4.814836503697073e-05,-4.8148367040257156e-05
main/engineering_WeldedBeam/GWO/default/0,0.7477504899163991,0.3422842804270674,0.2488054587752062,0.2181567897240435,0.19772247715295643,0.16943227241290226,0.16943227241290226,0.16943227241290226,0.16510624582926137,0.16510624582926137,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.12528348427898273,0.1164909706259496,0.1164909706259496,0.11302190220544373,0.11302190220544373,0.11103001125211898,0.11103001125211898,0.11103001125211898,0.11103001125211898,0.09902610154778535,0.09902610154778535,0.07194162071224097,0.07194162071224097,0.07194162071224097,0.07194162071224097,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.04448261137851728,0.03325727045129501,0.03325727045129501,0.03232635872010414,0.03232635872010414,0.03232635872010414,0.03232635872010414,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.028666131990173094,0.020393444359608326,0.020393444359608326,0.020393444359608326,0.017968646972391866,0.017968646972391866,0.017968646972391866,0.017968646972391866,0.017968646972391866,0.013942819258420336,0.013942819258420336,0.013942819258420336,0.013942819258420336,0.013942819258420336,0.013942819258420336,0.013942819258420336,0.012307065782844573,0.012307065782844573,0.012307065782844573,0.012307065782844573,0.008872040052290586,0.006775394658506739,0.0017361632246524206,0.0008164002231501044
main/engineering_WeldedBeam/WOA/default/0,2.1836997799774194,2.178282689058406,2.178263199348459,2.1782625706728,2.1782625264394095,2.178262525416055,2.1782625254073436,2.1782625254071473,2.1782625254071464,2.178262525407143,2.178262525407117,2.178262525407093,2.1782625254070664,2.1782625254070433,2.1782625254062573,2.1782625250961285,2.1782625183629136,2.1782624281769722,2.178262018717448,2.178260875880806,2.1782589431478003,2.1782487631801652,2.1782485343958875,2.1782349418195794,2.1781289836402076,2.1778048629422564,2.1750918012470306,2.1750883967428223,2.175088355508664,2.1750883551478983,2.175088355086471,2.1750883550861415,2.1750883550853457,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075,2.1750883550853075
main/engineering_WeldedBeam/L-SHADE/default/0,2.910341732437119,1.5604675486312798,0.9703033346255381,0.6269391146198602,0.28546697768685125,0.11438479619743713,0.11438479619743713,0.10341647236340101,0.054376482828148776,0.041161778079942035,0.010205452804981308,0.010205452804981308,0.010205452804981308,0.010205452804981308,0.010205452804981308,0.008012611675707992,0.0035072193662581963,0.0035072193662581963,0.0013370296692041261,0.0013370296692041261,0.0010614348230515436,0.0008368605861850398,0.00019086233434317812,0.00019086233434317812,1.1534822136782807e-05,1.1534822136782807e-05,1.1534822136782807e-05,1.1534822136782807e-05,1.1534822136782807e-05,-1.2469409841120438e-05,-2.3310144527499688e-05,-3.4335925330752914e-05,-4.029684942996603e-05,-4.439639618447622e-05,-4.5661512447559005e-05,-4.676880654486126e-05,-4.758731595222443e-05,-4.759332442749731e-05,-4.7766039774632674e-05,-4.795010529434762e-05,-4.800355698519887e-05,-4.80759856558155e-05,-4.8133644927839114e-05,-4.813657273494698e-05,-4.814048013468408e-05,-4.814236219252699e-05,-4.814605187641874e-05,-4.814845165879156e-05,-4.814883475345866e-05,-4.814917778173111e-05,-4.8149540312625305e-05,-4.814956214493904e-05,-4.814959550047959e-05,-4.814961372145987e-05,-4.814961372145987e-05,-4.814961521715233e-05,-4.8149615378356714e-05,-4.814961574428622e-05,-4.8149615766046594e-05,-4.8149615785808564e-05,-4.8149615785808564e-05,-4.8149615790249456e-05,-4.81496157904715e-05,-4.814961579091559e-05,-4.814961579091559e-05,-4.814961579091559e-05,-4.814961579091559e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.8149615791137634e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05,-4.814961579135968e-05
main/engineering_WeldedBeam/CMA-ES (IPOP)/default/0,1.04047865605255,0.8619834367056576,0.41631214906221525,0.043886973875230106,0.00263213276366292,0.00017663020368363647,2.0560766448518564e-05,-4.6050540168263154e-05,-4.8115305460116886e-05,-4.8147785677965516e-05,-4.814959112109385e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615321513295e-05,-4.8149615386128275e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.814961564370002e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05,-4.8149615729409234e-05
main/engineering_WeldedBeam/GA/default/1,1.1530571692545386,0.8326516065693557,0.4972322335406554,0.434755364294946,0.434755364294946,0.434755364294946,0.3552824465856921,0.25509760174733853,0.2452334272830261,0.23376254639400806,0.23376254639400806,0.23376254639400806,0.23376254639400806,0.23201870997011254,0.23201870997011254,0.23201870997011254,0.21964016745040627,0.21803483446596905,0.21803483446596905,0.21803483446596905,0.2026778374374394,0.2005556682170453,0.15718966133688128,0.12707109536816374,0.06559864170758067,0.05421874870585408,0.028728376114788512,0.026209095327807796,0.01688986696544048,0.012641138093679505,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.009544521641806192,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006800995696346179,0.006709752983812933,0.006709752983812933,0.006709752983812933,0.006709752983812933,0.006709752983812933,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.006054908461856634,0.005286887435077103,0.004949343748654078,0.0038817169707696664,0.0030153867840956305,0.0030153867840956305,0.0030153867840956305
